Name of Restaurant,Location,Cuisine,Top Dishes,Price for 2,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features
CK's Bakery,Palavakkam,['Bakery',['Sandwich'],350,3.6,38,4.2,240,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Palavakkam, ' Desserts',['Sandwich'],350,3.6,38,4.2,240,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Palavakkam, ' Fast Food',['Sandwich'],350,3.6,38,4.2,240,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Palavakkam, ' Sandwich'],['Sandwich'],350,3.6,38,4.2,240,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Selaiyur,['Bakery',Invalid,350,3.1,26,3.9,42,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Selaiyur, ' Desserts',Invalid,350,3.1,26,3.9,42,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Selaiyur, ' Fast Food',Invalid,350,3.1,26,3.9,42,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Selaiyur, ' Sandwich'],Invalid,350,3.1,26,3.9,42,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Kotturpuram,['Bakery',Invalid,350,3.6,39,3.9,37,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']"
CK's Bakery,Kotturpuram, ' Desserts',Invalid,350,3.6,39,3.9,37,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']"
CK's Bakery,Kotturpuram, ' Fast Food',Invalid,350,3.6,39,3.9,37,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']"
CK's Bakery,Kotturpuram, ' Sandwich'],Invalid,350,3.6,39,3.9,37,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']"
CK's Bakery,Saidapet,['Bakery',Invalid,350,3.4,32,3.9,41,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Saidapet, ' Desserts',Invalid,350,3.4,32,3.9,41,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Saidapet, ' Fast Food',Invalid,350,3.4,32,3.9,41,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Saidapet, ' Sandwich'],Invalid,350,3.4,32,3.9,41,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Pallavaram,['Bakery',Invalid,350,3.5,18,3.9,64,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Pallavaram, ' Desserts',Invalid,350,3.5,18,3.9,64,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Pallavaram, ' Fast Food',Invalid,350,3.5,18,3.9,64,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Pallavaram, ' Sandwich'],Invalid,350,3.5,18,3.9,64,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Mylapore,['Bakery',Invalid,350,2.8,29,3.9,76,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Mylapore, ' Desserts',Invalid,350,2.8,29,3.9,76,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Mylapore, ' Fast Food',Invalid,350,2.8,29,3.9,76,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Mylapore, ' Sandwich'],Invalid,350,2.8,29,3.9,76,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,T.Nagar,['Bakery',Invalid,350,3.1,17,3.9,66,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,T.Nagar, ' Desserts',Invalid,350,3.1,17,3.9,66,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,T.Nagar, ' Fast Food',Invalid,350,3.1,17,3.9,66,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,T.Nagar, ' Sandwich'],Invalid,350,3.1,17,3.9,66,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Thuraipakkam,['Bakery',Invalid,350,3.6,24,4.3,224,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']"
CK's Bakery,Thuraipakkam, ' Desserts',Invalid,350,3.6,24,4.3,224,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']"
CK's Bakery,Thuraipakkam, ' Fast Food',Invalid,350,3.6,24,4.3,224,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']"
CK's Bakery,Thuraipakkam, ' Sandwich'],Invalid,350,3.6,24,4.3,224,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']"
CK's Bakery,Ramapuram,['Bakery',Invalid,350,3.5,14,3.9,28,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Ramapuram, ' Desserts',Invalid,350,3.5,14,3.9,28,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Ramapuram, ' Fast Food',Invalid,350,3.5,14,3.9,28,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Ramapuram, ' Sandwich'],Invalid,350,3.5,14,3.9,28,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Perungudi,['Bakery',Invalid,350,3.4,28,4.3,96,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Perungudi, ' Desserts',Invalid,350,3.4,28,4.3,96,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Perungudi, ' Fast Food',Invalid,350,3.4,28,4.3,96,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Perungudi, ' Sandwich'],Invalid,350,3.4,28,4.3,96,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Choolaimedu,['Bakery',Invalid,350,3.1,23,4.6,99,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Choolaimedu, ' Desserts',Invalid,350,3.1,23,4.6,99,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Choolaimedu, ' Fast Food',Invalid,350,3.1,23,4.6,99,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Choolaimedu, ' Sandwich'],Invalid,350,3.1,23,4.6,99,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Pallavaram,['Bakery',Invalid,350,3.3,22,3.9,36,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Pallavaram, ' Desserts',Invalid,350,3.3,22,3.9,36,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Pallavaram, ' Fast Food',Invalid,350,3.3,22,3.9,36,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Pallavaram, ' Sandwich'],Invalid,350,3.3,22,3.9,36,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Valasaravakkam,['Bakery',Invalid,350,3.0,17,3.9,23,"['Breakfast', 'Home Delivery', 'Desserts and Bakes', 'Indoor Seating']"
CK's Bakery,Valasaravakkam, ' Desserts',Invalid,350,3.0,17,3.9,23,"['Breakfast', 'Home Delivery', 'Desserts and Bakes', 'Indoor Seating']"
CK's Bakery,Valasaravakkam, ' Fast Food',Invalid,350,3.0,17,3.9,23,"['Breakfast', 'Home Delivery', 'Desserts and Bakes', 'Indoor Seating']"
CK's Bakery,Valasaravakkam, ' Sandwich'],Invalid,350,3.0,17,3.9,23,"['Breakfast', 'Home Delivery', 'Desserts and Bakes', 'Indoor Seating']"
CK's Bakery,Mogappair,['Bakery',Invalid,350,3.6,13,3.9,48,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating', 'Pre-Ordering Required']"
CK's Bakery,Mogappair, ' Desserts',Invalid,350,3.6,13,3.9,48,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating', 'Pre-Ordering Required']"
CK's Bakery,Mogappair, ' Fast Food',Invalid,350,3.6,13,3.9,48,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating', 'Pre-Ordering Required']"
CK's Bakery,Mogappair, ' Sandwich'],Invalid,350,3.6,13,3.9,48,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating', 'Pre-Ordering Required']"
CK's Bakery,Ashok Nagar,['Bakery',Invalid,350,2.9,12,4.3,106,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Ashok Nagar, ' Desserts',Invalid,350,2.9,12,4.3,106,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Ashok Nagar, ' Fast Food',Invalid,350,2.9,12,4.3,106,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Ashok Nagar, ' Sandwich'],Invalid,350,2.9,12,4.3,106,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Anna Nagar ,['Bakery',Invalid,400,2.7,8,4.1,194,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Anna Nagar , ' Desserts',Invalid,400,2.7,8,4.1,194,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Anna Nagar , ' Fast Food',Invalid,400,2.7,8,4.1,194,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Anna Nagar , ' Beverages'],Invalid,400,2.7,8,4.1,194,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Ekkaduthangal,['Bakery',Invalid,350,3.2,9,4.6,86,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Ekkaduthangal, ' Desserts',Invalid,350,3.2,9,4.6,86,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Ekkaduthangal, ' Fast Food',Invalid,350,3.2,9,4.6,86,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Ekkaduthangal, ' Sandwich'],Invalid,350,3.2,9,4.6,86,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Virugambakkam,['Bakery',Invalid,350,2.7,5,4.2,165,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Virugambakkam, ' Desserts',Invalid,350,2.7,5,4.2,165,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Virugambakkam, ' Fast Food',Invalid,350,2.7,5,4.2,165,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Virugambakkam, ' Sandwich'],Invalid,350,2.7,5,4.2,165,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
CK's Bakery,Anna Nagar ,['Bakery',Invalid,350,2.0,4,3.9,15,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Anna Nagar , ' Desserts',Invalid,350,2.0,4,3.9,15,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Anna Nagar , ' Fast Food',Invalid,350,2.0,4,3.9,15,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Anna Nagar , ' Sandwich'],Invalid,350,2.0,4,3.9,15,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Medavakkam,['Bakery',Invalid,350,2.0,4,4.1,127,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Medavakkam, ' Desserts',Invalid,350,2.0,4,4.1,127,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Medavakkam, ' Fast Food',Invalid,350,2.0,4,4.1,127,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
CK's Bakery,Medavakkam, ' Sandwich'],Invalid,350,2.0,4,4.1,127,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
Ck's Bakery,Navallur,['Bakery',Invalid,350,3.2,5,4.0,178,"['Home Delivery', 'Pre-Ordering Required', 'Desserts and Bakes', 'Indoor Seating']"
Ck's Bakery,Navallur, ' Desserts',Invalid,350,3.2,5,4.0,178,"['Home Delivery', 'Pre-Ordering Required', 'Desserts and Bakes', 'Indoor Seating']"
Ck's Bakery,Navallur, ' Fast Food',Invalid,350,3.2,5,4.0,178,"['Home Delivery', 'Pre-Ordering Required', 'Desserts and Bakes', 'Indoor Seating']"
Ck's Bakery,Navallur, ' Sandwich'],Invalid,350,3.2,5,4.0,178,"['Home Delivery', 'Pre-Ordering Required', 'Desserts and Bakes', 'Indoor Seating']"
New Hyderabad Briyani,T.Nagar,['Biryani',Invalid,600,2.7,82,3.5,3864,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
New Hyderabad Briyani,T.Nagar, ' Chinese',Invalid,600,2.7,82,3.5,3864,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
New Hyderabad Briyani,T.Nagar, ' South Indian',Invalid,600,2.7,82,3.5,3864,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
New Hyderabad Briyani,T.Nagar, ' Chettinad',Invalid,600,2.7,82,3.5,3864,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
New Hyderabad Briyani,T.Nagar, ' Andhra'],Invalid,600,2.7,82,3.5,3864,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
New Hyderabad Biriyani,K.K. Nagar,['Biryani',Invalid,600,2.5,90,3.7,1767,"['Home Delivery', 'Indoor Seating']"
New Hyderabad Biriyani,K.K. Nagar, ' Chinese',Invalid,600,2.5,90,3.7,1767,"['Home Delivery', 'Indoor Seating']"
New Hyderabad Biriyani,K.K. Nagar, ' South Indian',Invalid,600,2.5,90,3.7,1767,"['Home Delivery', 'Indoor Seating']"
New Hyderabad Biriyani,K.K. Nagar, ' Chettinad',Invalid,600,2.5,90,3.7,1767,"['Home Delivery', 'Indoor Seating']"
New Hyderabad Biriyani,K.K. Nagar, ' Andhra'],Invalid,600,2.5,90,3.7,1767,"['Home Delivery', 'Indoor Seating']"
New Hyderabad Biryani,Ramapuram,['Biryani',Invalid,400,3.6,71,3.5,2096,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
New Hyderabad Biryani,Ramapuram, ' Chinese',Invalid,400,3.6,71,3.5,2096,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
New Hyderabad Biryani,Ramapuram, ' North Indian'],Invalid,400,3.6,71,3.5,2096,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Shawarma Spot,K.K. Nagar,['Lebanese',Invalid,300,3.9,157,3.7,4202,"['Home Delivery', 'Indoor Seating']"
Shawarma Spot,K.K. Nagar, ' Fast Food'],Invalid,300,3.9,157,3.7,4202,"['Home Delivery', 'Indoor Seating']"
Shawarma Spot,K.K. Nagar,['Lebanese',Invalid,300,3.7,40,4.1,1234,"['Home Delivery', 'Indoor Seating']"
Shawarma Spot,K.K. Nagar, ' Fast Food'],Invalid,300,3.7,40,4.1,1234,"['Home Delivery', 'Indoor Seating']"
Shawarma Spot,Ramapuram,['Lebanese',Invalid,300,3.5,32,3.9,1751,"['Home Delivery', 'Indoor Seating']"
Shawarma Spot,Ramapuram, ' Fast Food'],Invalid,300,3.5,32,3.9,1751,"['Home Delivery', 'Indoor Seating']"
The Creams,Avadi,['Bakery',"['Chicken Nuggets', ' Pizza', ' Pasta', ' Fries', ' Burgers']",400,3.9,113,4.2,154,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Wifi']"
The Creams,Avadi, ' Desserts',"['Chicken Nuggets', ' Pizza', ' Pasta', ' Fries', ' Burgers']",400,3.9,113,4.2,154,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Wifi']"
The Creams,Avadi, ' Fast Food'],"['Chicken Nuggets', ' Pizza', ' Pasta', ' Fries', ' Burgers']",400,3.9,113,4.2,154,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Wifi']"
Hotel Raaj Bhaavan,Purasavakkam,['South Indian',"['Thali', ' Coffee', ' Vada Sambar', ' Naan']",600,3.5,134,4.2,3562,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']"
Hotel Raaj Bhaavan,Purasavakkam, ' North Indian',"['Thali', ' Coffee', ' Vada Sambar', ' Naan']",600,3.5,134,4.2,3562,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']"
Hotel Raaj Bhaavan,Purasavakkam, ' Chinese',"['Thali', ' Coffee', ' Vada Sambar', ' Naan']",600,3.5,134,4.2,3562,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']"
Hotel Raaj Bhaavan,Purasavakkam, ' Desserts',"['Thali', ' Coffee', ' Vada Sambar', ' Naan']",600,3.5,134,4.2,3562,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']"
Hotel Raaj Bhaavan,Purasavakkam, ' Beverages'],"['Thali', ' Coffee', ' Vada Sambar', ' Naan']",600,3.5,134,4.2,3562,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']"
Hotel Raaj Bhaavan,Kilpauk,['South Indian',"['Masala Dosa', ' Coffee']",600,3.0,60,4.0,842,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']"
Hotel Raaj Bhaavan,Kilpauk, ' North Indian',"['Masala Dosa', ' Coffee']",600,3.0,60,4.0,842,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']"
Hotel Raaj Bhaavan,Kilpauk, ' Chinese',"['Masala Dosa', ' Coffee']",600,3.0,60,4.0,842,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']"
Hotel Raaj Bhaavan,Kilpauk, ' Desserts',"['Masala Dosa', ' Coffee']",600,3.0,60,4.0,842,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']"
Hotel Raaj Bhaavan,Kilpauk, ' Beverages'],"['Masala Dosa', ' Coffee']",600,3.0,60,4.0,842,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']"
Hotel Raaj Bhaavan,Nungambakkam,['South Indian',Invalid,600,3.3,48,3.8,43,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']"
Hotel Raaj Bhaavan,Nungambakkam, ' North Indian',Invalid,600,3.3,48,3.8,43,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']"
Hotel Raaj Bhaavan,Nungambakkam, ' Chinese',Invalid,600,3.3,48,3.8,43,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']"
Hotel Raaj Bhaavan,Nungambakkam, ' Desserts',Invalid,600,3.3,48,3.8,43,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']"
Hotel Raaj Bhaavan,Nungambakkam, ' Beverages'],Invalid,600,3.3,48,3.8,43,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']"
Juice Forest,Ashok Nagar,['Beverages',Invalid,250,3.5,46,4.2,1492,"['Home Delivery', 'Indoor Seating']"
Juice Forest,Ashok Nagar, ' Desserts'],Invalid,250,3.5,46,4.2,1492,"['Home Delivery', 'Indoor Seating']"
Juice Forest,Egmore,['Beverages',Invalid,250,3.7,22,4.4,926,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating', 'Indoor Seating', 'Desserts and Bakes']"
Juice Forest,Egmore, ' Desserts'],Invalid,250,3.7,22,4.4,926,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating', 'Indoor Seating', 'Desserts and Bakes']"
Juice Forest,Ekkaduthangal,['Beverages',Invalid,250,3.1,8,4.1,440,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Outdoor Seating', 'Desserts and Bakes']"
Juice Forest,Ekkaduthangal, ' Desserts'],Invalid,250,3.1,8,4.1,440,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Outdoor Seating', 'Desserts and Bakes']"
OCD - Oreo Compulsive Disorder,Velachery,['Desserts'],Invalid,300,2.0,4,3.0,39,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Keventers - Milkshakes & Ice Creams,"The Grand Mall, Velachery",['Beverages',"['Oreo Chocolate Shake', ' Kit Kat Shake', ' Thick Shakes']",400,3.0,102,4.2,1765,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
Keventers - Milkshakes & Ice Creams,"The Grand Mall, Velachery", ' Desserts'],"['Oreo Chocolate Shake', ' Kit Kat Shake', ' Thick Shakes']",400,3.0,102,4.2,1765,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
Keventers - Milkshakes & Ice Creams,Thuraipakkam,['Beverages',['Thick Shakes'],400,3.7,97,4.3,3391,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Keventers - Milkshakes & Ice Creams,Thuraipakkam, ' Desserts'],['Thick Shakes'],400,3.7,97,4.3,3391,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Keventers - Milkshakes & Ice Creams,"VR Mall, Anna Nagar",['Beverages',['Cold Coffee'],400,3.7,65,4.2,546,"['Home Delivery', 'Outdoor Seating', 'Desserts and Bakes']"
Keventers - Milkshakes & Ice Creams,"VR Mall, Anna Nagar", ' Desserts'],['Cold Coffee'],400,3.7,65,4.2,546,"['Home Delivery', 'Outdoor Seating', 'Desserts and Bakes']"
Keventers - Milkshakes & Ice Creams,"Forum Vijaya Mall, Vadapalani",['Beverages',Invalid,400,3.1,64,4.1,515,"['Home Delivery', 'Vegetarian Only', 'Mall Parking', 'Desserts and Bakes', 'Indoor Seating']"
Keventers - Milkshakes & Ice Creams,"Forum Vijaya Mall, Vadapalani", ' Desserts'],Invalid,400,3.1,64,4.1,515,"['Home Delivery', 'Vegetarian Only', 'Mall Parking', 'Desserts and Bakes', 'Indoor Seating']"
Kailash Parbat,Chetpet,['North Indian',"['Chaat', ' Panipuri', ' Sandwich', ' Paneer Khurchan', ' Brownie', ' Paneer Tikka', ' Bhel Puri']",600,4.3,907,3.9,1192,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Buffet', 'Valet Parking Available', 'Table booking recommended']"
Kailash Parbat,Chetpet, ' Street Food',"['Chaat', ' Panipuri', ' Sandwich', ' Paneer Khurchan', ' Brownie', ' Paneer Tikka', ' Bhel Puri']",600,4.3,907,3.9,1192,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Buffet', 'Valet Parking Available', 'Table booking recommended']"
Kailash Parbat,Chetpet, ' Fast Food'],"['Chaat', ' Panipuri', ' Sandwich', ' Paneer Khurchan', ' Brownie', ' Paneer Tikka', ' Bhel Puri']",600,4.3,907,3.9,1192,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Buffet', 'Valet Parking Available', 'Table booking recommended']"
Madras Coffee House,Nungambakkam,['Tea',['Filter Coffee'],200,3.7,61,3.9,226,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']"
Madras Coffee House,Nungambakkam, ' Street Food',['Filter Coffee'],200,3.7,61,3.9,226,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']"
Madras Coffee House,Nungambakkam, ' Desserts',['Filter Coffee'],200,3.7,61,3.9,226,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']"
Madras Coffee House,Nungambakkam, ' Beverages'],['Filter Coffee'],200,3.7,61,3.9,226,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']"
Madras Coffee House,Taramani,['Tea',Invalid,200,3.5,31,3.9,78,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Catering Available']"
Madras Coffee House,Taramani, ' Street Food',Invalid,200,3.5,31,3.9,78,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Catering Available']"
Madras Coffee House,Taramani, ' Desserts',Invalid,200,3.5,31,3.9,78,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Catering Available']"
Madras Coffee House,Taramani, ' Beverages'],Invalid,200,3.5,31,3.9,78,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Catering Available']"
Madras Coffee House,Ambattur,['Tea',Invalid,200,3.7,27,3.7,125,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Madras Coffee House,Ambattur, ' Street Food',Invalid,200,3.7,27,3.7,125,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Madras Coffee House,Ambattur, ' Desserts',Invalid,200,3.7,27,3.7,125,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Madras Coffee House,Ambattur, ' Beverages'],Invalid,200,3.7,27,3.7,125,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Madras Coffee House,Vadapalani,['Tea',Invalid,200,3.6,13,4.1,217,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Madras Coffee House,Vadapalani, ' Street Food',Invalid,200,3.6,13,4.1,217,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Madras Coffee House,Vadapalani, ' Desserts',Invalid,200,3.6,13,4.1,217,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Madras Coffee House,Vadapalani, ' Beverages'],Invalid,200,3.6,13,4.1,217,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
